team_slug,player,team,class,pos,ba,obp,slg,ops,gp,pa,ab,r,h,2b,3b,hr,rbi,hbp,bb,k,sb,cs
indianast,Caleb Niehaus,Indiana State,SR,LF,0.241,0.348,0.38,0.728,47,192,158,34,38,8,1,4,27,11,15,42,7,3
indianast,Nomar Garcia,Indiana State,SR,SS,0.226,0.326,0.258,0.584,49,190,159,29,36,5,0,0,17,3,21,42,11,4
indianast,Andrew Ortiz,Indiana State,SO,LF,0.306,0.422,0.365,0.786,24,104,85,19,26,5,0,0,6,3,14,28,4,2
indianast,John Curl,Indiana State,JR,1B,0.273,0.357,0.545,0.903,10,14,11,3,3,0,0,1,3,0,2,4,0,0
indianast,Marcelino Edison Alonso,Indiana State,JR,LF,0.261,0.327,0.413,0.74,14,53,46,8,12,4,0,1,7,0,5,14,1,0
indianast,Colin Sander,Indiana State,FR,2B,0.254,0.345,0.451,0.796,38,174,142,29,36,7,3,5,28,4,18,22,2,1
indianast,Weston Fulk,Indiana State,JR,DH,0.25,0.365,0.431,0.795,24,85,72,10,18,7,0,2,11,1,12,32,1,0
indianast,Ray Jesse,Indiana State,JR,C,0.217,0.406,0.261,0.667,10,35,23,5,5,1,0,0,6,1,7,5,1,0
indianast,Jorge Cartagena,Indiana State,SR,LF,0.19,0.277,0.379,0.656,16,65,58,12,11,2,0,3,9,0,7,23,3,0
indianast,Jaxon Sparks,Indiana State,FR,P,0.188,0.188,0.375,0.563,8,16,16,4,3,0,0,1,4,0,0,8,1,0
indianast,Sebastian Torres,Indiana State,SO,2B,0.067,0.067,0.067,0.133,5,17,15,2,1,0,0,0,0,0,0,5,0,0
indianast,Carson Cox,Indiana State,FR,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
sillinois,Gabe Petrucelli,Southern Illinois,SR,2B,0.302,0.422,0.436,0.858,48,187,149,20,45,11,0,3,22,5,28,21,9,2
sillinois,Julio Guerrero,Southern Illinois,JR,CF,0.302,0.385,0.521,0.906,45,200,169,27,51,11,1,8,41,13,13,30,20,3
sillinois,Tim Simay,Southern Illinois,SR,SS,0.291,0.356,0.39,0.746,58,249,223,26,65,13,0,3,36,5,18,32,3,1
sillinois,Kristian Sprawling,Southern Illinois,SR,LF,0.291,0.426,0.481,0.907,49,197,158,36,46,10,1,6,21,23,14,38,9,3
sillinois,Kye Watson,Southern Illinois,FR,RF,0.281,0.373,0.415,0.788,47,201,171,33,48,8,3,3,25,9,18,30,10,0
sillinois,Cecil Lofton,Southern Illinois,GR,1B,0.267,0.365,0.46,0.825,47,197,161,21,43,11,1,6,34,5,24,26,4,1
sillinois,Jaden Flores,Southern Illinois,SR,3B,0.247,0.33,0.402,0.732,52,208,174,32,43,10,1,5,19,11,13,47,10,0
sillinois,Andrew Savage,Southern Illinois,SR,1B,0.4,0.5,0.4,0.9,5,7,5,1,2,0,0,0,0,1,0,2,0,0
sillinois,Kyle Mager,Southern Illinois,SR,DH,0.319,0.431,0.553,0.984,24,58,47,7,15,5,0,2,17,5,5,14,0,0
sillinois,Jacob McKenzie,Southern Illinois,JR,C,0.302,0.393,0.491,0.884,35,122,106,24,32,6,1,4,20,1,15,28,2,1
sillinois,Henry Kufa,Southern Illinois,JR,SS,0.297,0.434,0.396,0.83,32,131,101,22,30,7,0,1,14,8,18,25,10,3
sillinois,Michael Mylott,Southern Illinois,GR,LF,0.297,0.375,0.432,0.807,39,130,111,19,33,6,0,3,13,6,9,18,0,0
sillinois,Mason Schwalbach,Southern Illinois,SR,C,0.236,0.312,0.333,0.645,40,138,123,20,29,3,0,3,15,4,10,23,1,1
sillinois,Xavier Farnum,Southern Illinois,SO,C,0.212,0.325,0.303,0.628,14,40,33,3,7,0,0,1,3,1,5,13,0,0
sillinois,Kaleb Hall,Southern Illinois,SR,1B,0.209,0.273,0.318,0.591,41,143,129,18,27,3,1,3,16,1,11,16,6,1
sillinois,Bryce Habuda,Southern Illinois,JR,2B,0.205,0.255,0.205,0.46,22,47,44,9,9,0,0,0,2,0,3,10,3,1
sillinois,Jackson Dibble,Southern Illinois,JR,LF,0.164,0.325,0.279,0.603,24,78,61,15,10,4,0,1,5,3,12,20,3,0
sillinois,Matthew Simay,Southern Illinois,JR,LF,0,0.167,0,0.167,3,6,5,1,0,0,0,0,0,0,1,1,0,0
illinoisst,Brayden Bakes,Illinois State,SO,LF,0.389,0.478,0.705,1.183,57,276,234,54,91,22,2,16,52,3,38,37,7,1
illinoisst,Graham Mastros,Illinois State,JR,2B,0.358,0.422,0.628,1.05,53,251,218,46,78,13,2,14,48,5,22,66,12,3
illinoisst,Luke Stulga,Illinois State,JR,CF,0.31,0.347,0.488,0.835,56,263,242,37,75,13,6,6,41,8,8,44,3,4
illinoisst,Camden Karczewski,Illinois State,GR,SS,0.305,0.382,0.39,0.772,54,234,200,38,61,12,1,1,21,6,22,27,1,1
illinoisst,Josh Outlaw,Illinois State,SR,DH,0.286,0.385,0.387,0.772,51,197,168,28,48,10,2,1,21,7,20,26,12,2
illinoisst,Eric Machej,Illinois State,SO,3B,0.28,0.337,0.396,0.733,49,195,164,31,46,4,0,5,29,2,15,36,6,3
illinoisst,Ryan Bakes,Illinois State,JR,C,0.245,0.375,0.5,0.875,53,241,192,40,47,13,0,12,35,13,30,60,6,1
illinoisst,Michael Carrano,Illinois State,JR,1B,0.358,0.427,0.612,1.039,41,150,134,25,48,11,1,7,30,4,12,8,2,0
illinoisst,Louis Bussard,Illinois State,SO,RF,0.299,0.361,0.412,0.773,33,110,97,14,29,9,1,0,16,1,9,25,0,1
illinoisst,Kannon Coakley,Illinois State,SR,1B,0.258,0.397,0.323,0.72,31,81,62,9,16,1,0,1,11,3,12,18,0,0
illinoisst,Nolan Barry,Illinois State,SR,C,0.242,0.296,0.283,0.579,29,110,99,14,24,1,0,1,15,1,7,13,4,0
illinoisst,Jackson Manning,Illinois State,JR,3B,0.241,0.353,0.276,0.629,14,34,29,5,7,1,0,0,1,0,5,9,0,2
illinoisst,Payton McHarg,Illinois State,GR,RF,0.231,0.354,0.385,0.739,37,131,104,19,24,4,0,4,20,6,15,23,0,2
illinoisst,Hunter Stencil,Illinois State,JR,C,0.2,0.333,0.2,0.533,5,9,5,0,1,0,0,0,0,1,0,1,0,0
illinoisst,Brayden Zilis,Illinois State,FR,3B,0.167,0.364,0.333,0.697,12,33,24,3,4,2,1,0,2,0,8,8,0,0
illinoisst,Chris Danko,Illinois State,SO,RF,0,0.25,0,0.25,4,4,3,1,0,0,0,0,0,0,1,3,0,0
illinoisst,Jackson Natanek,Illinois State,FR,P,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,1,0
evansville,Spike Magill,Evansville,FR,C,0.293,0.48,0.384,0.864,51,225,164,30,48,6,0,3,21,25,35,40,5,3
evansville,Charlie Longmeier,Evansville,SO,DH,0.274,0.354,0.372,0.726,54,246,215,30,59,13,1,2,28,3,25,28,8,4
evansville,Reid Haire,Evansville,JR,CF,0.272,0.367,0.455,0.822,54,248,213,43,58,12,0,9,33,3,30,62,12,4
evansville,Drew McConnell,Evansville,SO,SS,0.259,0.376,0.358,0.734,54,235,193,30,50,14,1,1,33,9,29,61,4,4
evansville,Reagan Reeder,Evansville,SO,1B,0.198,0.302,0.477,0.778,47,199,172,34,34,6,3,12,39,7,19,75,10,1
evansville,Cooper Rhodes,Evansville,FR,2B,0.254,0.333,0.356,0.689,22,68,59,10,15,6,0,0,7,3,4,7,1,0
evansville,Simon Schulz,Evansville,FR,2B,0.242,0.36,0.258,0.618,27,79,62,4,15,1,0,0,9,5,7,19,1,1
evansville,Ryan Seddon,Evansville,SO,LF,0.236,0.328,0.453,0.781,29,123,106,17,25,7,2,4,23,2,13,33,4,3
evansville,Ximi Baftiri,Evansville,FR,3B,0.206,0.305,0.321,0.625,38,151,131,18,27,6,0,3,21,5,14,33,2,0
evansville,Kaleb Wilkey,Evansville,JR,C,0.19,0.346,0.19,0.537,12,26,21,1,4,0,0,0,1,1,4,10,1,0
evansville,Kirk Weatherford,Evansville,FR,DH,0.182,0.25,0.182,0.432,5,12,11,0,2,0,0,0,0,0,1,8,0,0
evansville,Wyatt Pennington,Evansville,FR,2B,0.181,0.277,0.253,0.53,23,94,83,9,15,3,0,1,5,6,5,36,1,0
evansville,Trent Lombardo,Evansville,FR,1B,0.174,0.269,0.217,0.487,11,26,23,4,4,1,0,0,1,0,3,9,0,0
evansville,Aaron Nehls,Evansville,SO,LF,0.168,0.23,0.188,0.418,38,113,101,10,17,2,0,0,9,1,8,22,3,0
evansville,Tate Deal,Evansville,FR,3B,0.158,0.238,0.158,0.396,11,21,19,2,3,0,0,0,1,0,2,11,0,0
evansville,Harrison Taubert,Evansville,GR,RF,0.15,0.407,0.265,0.673,39,162,113,26,17,4,0,3,11,14,35,47,13,0
evansville,Mason McCue,Evansville,SO,DH,0.128,0.277,0.179,0.456,19,50,39,3,5,2,0,0,5,1,7,19,0,0
evansville,Benji Kautto,Evansville,FR,3B,0.108,0.209,0.162,0.371,16,43,37,6,4,0,1,0,2,1,4,21,2,1
belmont,Charlie Davis,Belmont,SR,2B,0.341,0.398,0.586,0.984,55,259,232,52,79,17,5,10,43,7,17,24,6,9
belmont,Landon Godsey,Belmont,GR,3B,0.299,0.377,0.526,0.903,55,245,211,35,63,21,0,9,44,6,23,55,8,2
belmont,Brady Holbrook,Belmont,FR,LF,0.295,0.354,0.482,0.836,45,182,166,26,49,5,1,8,29,2,13,30,4,1
belmont,Jake Maddox,Belmont,SO,1B,0.289,0.338,0.497,0.835,51,214,197,28,57,14,3,7,35,4,11,47,1,0
belmont,Cavan McMeans,Belmont,SO,SS,0.27,0.316,0.433,0.749,55,236,215,30,58,11,3,6,32,4,12,60,7,1
belmont,Brody Langlotz,Belmont,SO,RF,0.268,0.379,0.39,0.77,45,145,123,20,33,6,0,3,17,5,17,27,4,1
belmont,Mike Sprockett,Belmont,SR,C,0.256,0.351,0.428,0.779,51,208,180,24,46,10,0,7,29,7,20,36,4,0
belmont,Michael Lareau,Belmont,GR,CF,0.196,0.316,0.357,0.673,43,134,112,19,22,3,0,5,24,4,16,46,3,0
belmont,Gardner Lawrence,Belmont,SR,DH,0.28,0.379,0.44,0.819,16,30,25,3,7,1,0,1,5,1,3,8,0,0
belmont,Nicholas Stinson,Belmont,SO,DH,0.238,0.3,0.27,0.57,34,70,63,4,15,0,1,0,3,2,4,13,1,0
belmont,Nate Webb,Belmont,FR,DH,0.232,0.315,0.364,0.679,37,111,99,15,23,2,1,3,7,4,8,33,1,0
belmont,Noah Burnham,Belmont,FR,C,0.205,0.314,0.25,0.564,18,52,44,8,9,2,0,0,5,1,6,4,0,1
belmont,JD Whitworth,Belmont,FR,LF,0.192,0.315,0.279,0.593,41,125,104,18,20,1,1,2,10,4,15,31,4,3
belmont,Isaac VanderWoude,Belmont,FR,RF,0.118,0.357,0.176,0.534,33,71,51,15,6,0,0,1,2,3,16,23,4,1
belmont,Kyle Coleman,Belmont,FR,LF,0.091,0.091,0.091,0.182,9,11,11,2,1,0,0,0,0,0,0,7,1,0
belmont,Dean Spoto,Belmont,SO,3B,0,0.154,0,0.154,7,13,10,1,0,0,0,0,1,0,2,5,0,0
belmont,Preston Heben,Belmont,SR,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
bradley,Landon Lowe,Bradley,GR,LF,0.364,0.453,0.54,0.993,56,238,198,40,72,20,0,5,39,14,20,41,9,5
bradley,Michael Quick,Bradley,SR,RF,0.329,0.415,0.426,0.841,56,255,216,30,71,9,0,4,31,8,24,31,18,4
bradley,Luke Skinner,Bradley,SO,3B,0.282,0.403,0.362,0.766,47,181,149,24,42,6,0,2,19,11,20,37,6,1
bradley,Sohrab Rezaei,Bradley,JR,SS,0.254,0.409,0.292,0.701,53,244,185,32,47,4,0,1,18,13,39,41,10,7
bradley,AJ Garcia,Bradley,JR,CF,0.23,0.321,0.391,0.712,49,189,161,21,37,6,4,4,25,3,19,55,17,5
bradley,Hayden Miller,Bradley,SR,2B,0.221,0.37,0.417,0.787,56,247,199,41,44,12,0,9,32,26,21,84,22,2
bradley,Jaxon Schumacher,Bradley,JR,C,0.195,0.311,0.372,0.683,52,197,164,24,32,9,1,6,28,9,19,71,2,1
bradley,Ashton Horchem,Bradley,SR,LF,0.333,0.6,0.333,0.933,5,15,9,3,3,0,0,0,0,1,5,2,1,0
bradley,Walker Buchanan,Bradley,JR,LF,0.3,0.344,0.333,0.677,8,32,30,4,9,1,0,0,2,1,1,2,2,0
bradley,Cal Leighton,Bradley,FR,C,0.265,0.375,0.412,0.787,15,40,34,7,9,2,0,1,7,2,4,11,0,0
bradley,Peyton Nelson,Bradley,SR,SS,0.233,0.277,0.317,0.594,20,65,60,4,14,5,0,0,5,1,3,27,1,3
bradley,Angelo Aleman,Bradley,SR,1B,0.231,0.413,0.396,0.809,38,122,91,16,21,3,0,4,14,13,16,35,1,0
bradley,Colin McCormick,Bradley,SO,DH,0.214,0.333,0.214,0.548,22,68,56,9,12,0,0,0,3,4,6,19,0,1
bradley,River Lindsey,Bradley,JR,DH,0.212,0.297,0.212,0.509,18,38,33,6,7,0,0,0,3,3,1,10,2,3
bradley,Andre Vidal,Bradley,GR,2B,0.207,0.343,0.207,0.55,15,35,29,3,6,0,0,0,0,3,3,12,1,0
bradley,Anthony Martinez,Bradley,JR,1B,0.205,0.326,0.348,0.674,37,134,112,16,23,4,0,4,16,4,16,29,2,2
bradley,Jack Holubowski,Bradley,JR,DH,0.12,0.26,0.193,0.453,35,102,83,10,10,3,0,1,9,6,10,39,4,0
valpo,Louie Kegerreis,Valparaiso,JR,DH,0.33,0.39,0.464,0.855,39,123,112,15,37,12,0,1,12,3,8,26,1,0
valpo,Michael Kuska,Valparaiso,SO,RF,0.327,0.416,0.367,0.783,45,177,150,24,49,2,2,0,21,3,20,18,3,1
valpo,Brayden Pleau,Valparaiso,JR,LF,0.288,0.36,0.442,0.802,43,176,156,25,45,13,1,3,26,4,14,39,1,2
valpo,Cal Schembra,Valparaiso,FR,1B,0.262,0.337,0.481,0.818,50,211,187,37,49,12,4,7,33,0,21,48,9,2
valpo,Thomas Cooper,Valparaiso,JR,3B,0.243,0.314,0.411,0.725,48,204,185,27,45,10,0,7,24,6,13,41,6,1
valpo,Eli Riley,Valparaiso,GR,C,0.242,0.34,0.315,0.654,50,211,178,23,43,10,0,1,18,6,21,41,5,4
valpo,Gavin Bennett,Valparaiso,GR,1B,0.232,0.36,0.265,0.625,48,189,155,23,36,5,0,0,12,3,28,37,0,0
valpo,Javin Gauthier,Valparaiso,SO,3B,0.226,0.362,0.428,0.79,47,198,159,27,36,9,1,7,29,7,28,48,0,0
valpo,Case Sullivan,Valparaiso,SO,SS,0.213,0.303,0.388,0.69,48,185,160,19,34,9,2,5,29,4,18,47,2,1
valpo,Cole Lockwood,Valparaiso,FR,2B,0.279,0.347,0.338,0.685,18,76,68,13,19,4,0,0,4,0,7,13,4,2
valpo,George Betevis,Valparaiso,GR,RF,0.23,0.31,0.4,0.71,33,113,100,14,23,6,1,3,18,4,8,26,1,2
valpo,Bryan Hatch,Valparaiso,SO,RF,0.13,0.167,0.261,0.428,11,25,23,2,3,0,0,1,4,0,1,9,0,0
valpo,Austin Amburgey,Valparaiso,SR,3B,0.083,0.267,0.333,0.6,7,15,12,1,1,0,0,1,2,2,1,6,0,0
valpo,Aiden Apparicio,Valparaiso,FR,,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0
sandiegost,Jake Jackson,San Diego State,JR,CF,0.348,0.413,0.626,1.039,56,262,230,54,80,18,2,14,48,7,20,58,9,5
sandiegost,Jabin Trosky,San Diego State,JR,SS,0.321,0.383,0.418,0.801,60,271,237,51,76,13,2,2,30,5,21,19,10,0
sandiegost,Tyce Peterson,San Diego State,SR,3B,0.304,0.379,0.594,0.973,56,257,224,44,68,21,1,14,47,5,24,60,5,0
sandiegost,Adam Magpoc,San Diego State,JR,LF,0.301,0.351,0.388,0.739,49,222,196,30,59,9,1,2,39,2,17,35,20,6
sandiegost,Max Farrell,San Diego State,FR,1B,0.294,0.384,0.471,0.854,60,280,238,44,70,11,5,7,45,7,30,51,17,3
sandiegost,Zach Justice,San Diego State,SO,C,0.289,0.39,0.426,0.817,55,244,204,32,59,14,1,4,39,9,26,43,2,2
sandiegost,Dawson Santana,San Diego State,JR,2B,0.263,0.416,0.311,0.727,60,272,209,57,55,5,1,1,33,12,45,27,11,3
sandiegost,Anthony Marnell IV,San Diego State,SO,DH,0.261,0.333,0.409,0.742,51,203,176,26,46,11,0,5,32,4,17,65,2,0
sandiegost,Zane Kelly,San Diego State,JR,RF,0.229,0.35,0.447,0.796,58,228,188,35,43,10,2,9,39,8,28,62,7,3
sandiegost,Gage Adams,San Diego State,SR,C,0.414,0.5,0.655,1.155,10,35,29,8,12,1,0,2,3,0,5,11,1,0
sandiegost,Reeve Boyd,San Diego State,JR,LF,0.226,0.368,0.226,0.594,13,40,31,2,7,0,0,0,2,3,4,6,2,0
sandiegost,Drew Rutter,San Diego State,JR,LF,0.145,0.203,0.182,0.385,20,61,55,6,8,2,0,0,3,1,3,14,0,0
sandiegost,Marc Emmerman,San Diego State,FR,2B,0.133,0.188,0.133,0.321,7,18,15,2,2,0,0,0,1,0,1,4,1,0
sandiegost,Nate Lopez,San Diego State,FR,3B,0.129,0.243,0.226,0.469,11,38,31,5,4,0,0,1,3,3,2,8,0,0
sandiegost,Drew Talavs,San Diego State,JR,P,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
washst,Gavin Roy,Washington State,SR,2B,0.347,0.446,0.457,0.902,59,271,219,47,76,16,1,2,42,14,29,31,3,2
washst,Max Hartman,Washington State,SR,RF,0.323,0.41,0.523,0.934,59,275,235,58,76,13,8,6,42,9,27,50,19,3
washst,Ryan Skjonsby,Washington State,SR,1B,0.316,0.409,0.485,0.895,59,245,206,42,65,9,1,8,55,11,23,38,5,2
washst,Kyler Northrop,Washington State,SO,SS,0.278,0.341,0.384,0.725,57,232,198,31,55,13,4,0,22,10,12,31,4,1
washst,Mason Pirello,Washington State,FR,DH,0.27,0.378,0.391,0.769,45,135,115,19,31,9,1,1,17,8,12,36,6,1
washst,Dustin Robinson,Washington State,SO,LF,0.263,0.362,0.48,0.842,47,178,152,22,40,16,1,5,38,8,16,61,6,3
washst,Matthew Priest,Washington State,FR,LF,0.359,0.422,0.51,0.932,44,174,153,28,55,7,2,4,37,8,10,31,5,2
washst,Trevor Smith,Washington State,FR,CF,0.321,0.423,0.484,0.908,43,200,159,36,51,14,3,2,28,8,24,26,3,2
washst,Ollie Obenour,Washington State,SO,3B,0.273,0.384,0.392,0.775,43,173,143,27,39,12,1,1,22,4,23,38,1,1
washst,Alexandre Giguère,Washington State,FR,C,0.261,0.424,0.565,0.989,25,60,46,13,12,3,1,3,14,9,4,16,2,0
washst,Dane Chavez,Washington State,FR,2B,0.237,0.431,0.303,0.734,34,107,76,23,18,5,0,0,8,7,19,11,3,1
washst,Jake Robinson,Washington State,JR,,0.192,0.313,0.346,0.659,8,32,26,1,5,1,0,1,0,2,3,11,1,0
washst,Cam Macleod,Washington State,JR,C,0.183,0.28,0.344,0.624,37,109,93,12,17,4,1,3,16,6,7,34,2,1
washst,Noah Thein,Washington State,SR,C,0.157,0.317,0.196,0.514,24,72,51,10,8,2,0,0,4,6,6,22,0,0
washst,Luke Thiele,Washington State,SR,2B,0.136,0.136,0.182,0.318,6,23,22,2,3,1,0,0,1,0,0,9,1,0
washst,Griffin Smith,Washington State,SR,P,0.125,0.263,0.188,0.451,6,19,16,0,2,1,0,0,0,1,2,8,0,0
washst,Brock Cross,Washington State,FR,P,0.125,0.222,0.125,0.347,5,9,8,1,1,0,0,0,0,0,1,4,0,0
washst,Cole Watterson,Washington State,JR,LF,0.059,0.158,0.059,0.217,24,41,34,6,2,0,0,0,3,1,3,18,1,2
washst,Jonah Shull,Washington State,SR,DH,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,0
washst,Joel Fernandez,Washington State,SO,,0,0.333,0,0.333,6,6,4,2,0,0,0,0,0,1,1,3,0,0
airforce,Wyatt Hanoian,Air Force,FR,2B,0.357,0.498,0.573,1.071,53,245,185,49,66,14,4,6,49,24,32,21,6,3
airforce,Ben Niednagel,Air Force,SR,SS,0.346,0.454,0.543,0.997,55,255,208,50,72,16,5,5,34,5,36,37,24,6
airforce,Kayden Bradshaw,Air Force,SO,CF,0.321,0.433,0.503,0.936,42,196,159,55,51,10,2,5,37,16,17,44,18,3
airforce,Landon Boyd,Air Force,SR,3B,0.308,0.41,0.556,0.967,43,158,133,32,41,8,2,7,32,5,18,46,7,4
airforce,Luke Elmore,Air Force,JR,1B,0.305,0.412,0.515,0.927,55,244,200,57,61,16,1,8,54,11,28,51,16,4
airforce,Walker Zapp,Air Force,SR,C,0.3,0.367,0.547,0.914,47,218,190,42,57,16,2,9,64,2,21,42,8,3
airforce,Tripp Garrish,Air Force,SR,RF,0.283,0.389,0.511,0.901,55,257,219,59,62,14,0,12,47,6,32,54,22,5
airforce,Brooks Ward,Air Force,SO,,1,1,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0
airforce,Garrett Hutchins,Air Force,FR,1B,0.376,0.386,0.612,0.998,27,88,85,15,32,9,1,3,28,0,2,17,3,1
airforce,T.J. Oster,Air Force,SR,2B,0.336,0.443,0.418,0.861,34,131,110,28,37,6,0,1,20,4,17,24,14,2
airforce,Christian Taylor,Air Force,JR,LF,0.306,0.345,0.351,0.696,33,145,134,24,41,6,0,0,14,4,5,24,12,2
airforce,Cole Jenkins,Air Force,SO,3B,0.297,0.4,0.514,0.914,15,45,37,13,11,2,0,2,10,4,3,8,3,1
airforce,Brooks Burdine,Air Force,FR,LF,0.294,0.457,0.412,0.869,21,71,51,16,15,3,0,1,11,3,14,18,9,0
airforce,Dawson Thrush,Air Force,SO,3B,0.292,0.379,0.458,0.838,12,29,24,3,7,1,0,1,7,1,3,9,1,1
airforce,Cam Anstey,Air Force,JR,RF,0.222,0.3,0.333,0.633,6,10,9,1,2,1,0,0,3,0,1,3,0,0
airforce,Blake Campbell,Air Force,FR,RF,0.176,0.354,0.196,0.55,24,65,51,17,9,1,0,0,4,6,8,10,8,3
airforce,Van Klein,Air Force,JR,C,0.175,0.254,0.316,0.57,20,64,57,10,10,2,0,2,7,1,5,25,2,0
airforce,Cooper Winchester,Air Force,SO,C,0.143,0.143,0.214,0.357,7,14,14,1,2,1,0,0,0,0,0,6,0,1
airforce,J.D. Wolff,Air Force,SO,LF,0.13,0.192,0.174,0.366,12,26,23,1,3,1,0,0,2,0,2,4,0,0
airforce,Patrick Lyons,Air Force,FR,RF,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
airforce,Dylan Archuleta,Air Force,FR,C,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,2,0,0
nevada,Mikey Cruz Jr.,Nevada,SR,DH,0.403,0.471,0.678,1.149,39,173,149,30,60,13,2,8,42,7,14,16,1,0
nevada,Jayce Dobie,Nevada,SR,1B,0.355,0.42,0.55,0.97,49,238,211,46,75,15,1,8,41,2,23,36,4,2
nevada,Rominic Quiban,Nevada,JR,CF,0.347,0.427,0.462,0.89,50,235,199,47,69,13,2,2,29,3,28,26,5,3
nevada,Jackson Waller,Nevada,SR,LF,0.337,0.402,0.508,0.91,50,210,181,34,61,11,1,6,40,3,20,29,3,3
nevada,Sean Yamaguchi,Nevada,SO,3B,0.31,0.383,0.595,0.978,44,188,168,37,52,6,0,14,37,1,19,30,1,0
nevada,Junhyuk Kwon,Nevada,SR,2B,0.301,0.392,0.557,0.949,46,209,176,36,53,18,0,9,35,8,21,50,0,1
nevada,Jake Harvey,Nevada,SR,C,0.286,0.352,0.399,0.751,44,195,168,32,48,6,2,3,38,2,18,23,8,2
nevada,Jacob Doyle,Nevada,JR,RF,0.283,0.388,0.592,0.981,50,219,184,46,52,12,0,15,52,6,27,53,4,3
nevada,Jack Metcho,Nevada,SR,SS,0.227,0.35,0.311,0.661,41,163,132,26,30,9,1,0,16,4,22,29,2,1
nevada,Nate Snakenborg,Nevada,SO,C,0.343,0.452,0.543,0.995,11,42,35,6,12,4,0,1,6,1,6,9,0,0
nevada,Andrew Grenert,Nevada,JR,2B,0.333,0.333,0.333,0.667,4,6,6,1,2,0,0,0,0,0,0,2,0,0
nevada,Lee Matsuzaki,Nevada,SR,LF,0.321,0.4,0.538,0.938,25,91,78,19,25,5,0,4,15,3,8,15,3,1
nevada,Noah Blythe,Nevada,GR,DH,0.28,0.368,0.54,0.908,18,57,50,14,14,4,0,3,6,0,7,10,2,0
nevada,Sam Kane,Nevada,JR,RF,0.217,0.294,0.283,0.577,15,51,46,8,10,3,0,0,4,0,5,16,2,0
nevada,Billy Ham,Nevada,SR,DH,0.2,0.2,0.4,0.6,2,5,5,0,1,1,0,0,0,0,0,1,0,0
nevada,Mason Hirata,Nevada,SR,2B,0,0.077,0,0.077,4,13,12,0,0,0,0,0,0,0,1,8,0,0
nmexico,Khalil Walker,New Mexico,GR,CF,0.354,0.46,0.5,0.96,51,219,178,40,63,15,1,3,37,7,29,22,8,4
nmexico,Luke Mansy,New Mexico,SR,2B,0.337,0.457,0.503,0.96,52,223,175,52,59,9,1,6,34,10,33,19,6,3
nmexico,Akili Carris,New Mexico,SR,3B,0.319,0.371,0.45,0.821,51,215,191,41,61,10,3,3,41,2,16,23,5,0
nmexico,Gene Trujillo,New Mexico,JR,1B,0.309,0.442,0.517,0.959,52,226,178,37,55,20,1,5,41,7,38,71,1,1
nmexico,Lenny Ashby,New Mexico,GR,LF,0.303,0.447,0.486,0.934,53,237,185,40,56,9,2,7,46,15,35,22,13,3
nmexico,Anthony Diaz,New Mexico,JR,RF,0.303,0.398,0.436,0.834,50,251,211,53,64,18,2,2,28,3,33,31,8,3
nmexico,Karsen Waslefsky,New Mexico,SR,SS,0.272,0.354,0.415,0.769,51,232,195,38,53,8,1,6,39,4,23,30,10,2
nmexico,Aidan Kuni,New Mexico,SR,DH,0.375,0.469,0.75,1.219,7,32,24,6,9,3,0,2,16,1,5,4,0,0
nmexico,Brodey Williams,New Mexico,SR,C,0.347,0.447,0.512,0.959,38,151,121,32,42,11,0,3,33,1,24,39,1,0
nmexico,Antonio Gianni,New Mexico,JR,RF,0.324,0.438,0.514,0.952,29,91,74,17,24,5,0,3,19,4,11,20,1,2
nmexico,Lachlan Maude,New Mexico,JR,DH,0.313,0.45,0.438,0.888,13,20,16,4,5,2,0,0,3,0,4,5,0,0
nmexico,Garrett Rede,New Mexico,GR,LF,0.275,0.32,0.464,0.784,28,75,69,9,19,2,1,3,18,4,1,21,1,0
nmexico,Tristan Russell,New Mexico,SO,2B,0.234,0.357,0.362,0.719,21,56,47,12,11,3,0,1,8,3,6,18,1,0
nmexico,Damian Garcia,New Mexico,SR,1B,0.204,0.325,0.378,0.703,35,120,98,19,20,3,1,4,14,6,13,32,0,0
nmexico,Caleb Herd,New Mexico,SR,C,0.19,0.32,0.349,0.669,23,77,63,12,12,5,1,1,9,2,10,16,1,0
nmexico,Shane Miller,New Mexico,SO,DH,0.184,0.295,0.263,0.559,21,44,38,5,7,3,0,0,7,2,4,14,1,0
unlv,Drew Barragan,UNLV,SR,3B,0.374,0.46,0.687,1.147,53,251,211,60,79,15,6,13,60,8,28,50,3,0
unlv,Nin Burns II,UNLV,SR,RF,0.36,0.455,0.63,1.085,50,233,189,54,68,15,3,10,55,9,29,40,7,1
unlv,Gunnar Myro,UNLV,JR,3B,0.353,0.401,0.49,0.891,43,169,153,32,54,10,1,3,29,5,8,26,1,1
